,material,material_garment
381,", , please source, care label, , , , interior left side seam",1
382,", , please source, main hangtag, , , , tag pin inserted throught left underarm seam",1
383,", , 340gms 80% cotton/20% polyester sweatshirt fabric, shell fabric at hood, front body, back body, sleeves, pockets
facing fabric at cf interior facing, rolled facing at pocket edge, , , , ",1
384,", , 80% cotton/20% polyester rib knit sweatshirt fabric, shell fabric at collar, cuffs, hem, , , , ",1
385,", , 340gms 80% cotton/20% polyester sweatshirt fabric, lining, , , , interior hood",1
386,", , vsol-56 da8lh1 (e), #5 vislon, open end left insert, da8lh1, , , , cf zipper",1
387,", , please source, herringbone cotton webbing/tape, , , , interior back neckseam",1
388,", , please source, 0.5"" flat drawcord (end is folded and stitched, no tips), , , , front hood adjustment",1
389,", , please source, metal eyelet (opening is 0.375""), , , , front hood adjustment drawcord exit",1
390,", , please source, interior main label, , , , interior back neck",1
391,", , please source, care label, , , , interior left side seam",1
392,", , please source, main hangtag, , , , tag pin inserted throught left underarm seam",1
393,", , fabric, 20d x 30d 90% nylon, 10% spandex, plain weave, 56g/m2, cire finish, dwr finish, , , , main body - shell a",1
394,", , fabric, 43% cd polyester; 57% polyester, 75d jersey knit, 152g/m2, peached back, wicking finish, , , , main body - shell b - ship shell b side out",1
395,", , fabric, 20d x 30d 90% nylon, 10% spandex, plain weave, 56g/m2, cire finish, dwr finish, , , , pocket on shell b",1
396,", , fabric, 75% polyester, 25% spandex, knit, one side brush, 225g/m2, , , , cuff, sweep, and shell b cf waist panel",1
397,", , fabric, interfacing, 100% polyester, non-woven, fusible, , , , collar, plackets, kissing welt, shell a interior pocket facing, and shell b cf lyrcra waist panel",1
398,", , trims, #5 coil zipper, separating, du slider, right slider, left insert, water r finish, metal pin box, pin, , , , center front closure",1
399,", , trims, #3 reverse coil zipper, closed end, dablh slider, , , , hand pockets. shell a only",1
400,", , trims, #3 reverse coil zipper, closed end, dablh slider, , , , shell a - chest pockets",1
401,", , trims, suede logo zipper pull, 9mmx72mm, , , , cf zipper pull",1
402,", , trims, large logo patch - woven background, woven logo, , , , wearer's left bicep - both sides of garment.",1
403,", , trims, thread, , , , shell b - bartacks",1
404,", , trims, thread, , , , shell a",1
405,", , trims, thread, , , , shell b",1
406,", , trims, 3.5mm, 2-color, cording; with metal cord ends, , , , hood adjustment",1
407,", , trims, 1mm thick hypalon, 2-hole cord adjuster, 3mm hole size, , , , hood adjustment - shell b side only.",1
408,", , trims, main, woven label, , , , interior hand pocket. wearer's right on shell b.",1
409,", , trims, satin care/content label: all information must be translated into english, french, and spanish. must include international care symbols., , , , below main label. interior hand pocket. wearer's right on shell b.",1
410,", , trims, drawcord warning label., , , , behind care/content label. sizes xs and s only.",1
411,", , packaging, label/hangtag -- contains coo and size., , , , shell a -interior cb neck",1
412,", , packaging, main hangtag, , , , shell b-cf zipper pull",1
413,", , packaging, callout hangtag, , , , shell b- tbd",1
414,", , packaging, polybag, , , , packaging",1
415,", , packaging, upc sticker w/gcc info & msrp information, , , , back of hang tag, polybag",1
416,", , fabric, 20d x 30d 90% nylon, 10%
spandex, plain weave, 56g/m2, cire finish, dwr finish, , , , main body - shell a - color 1 (used on shell a side of garment.)",1
417,", , fabric, 43% cd polyester; 57% polyester, 75d jersey knit, 152g/m2, wicking finish, , , , main body - shell b",1
418,", , fabric, 20d x 30d 90% nylon, 10%
spandex, plain weave, 56g/m2, cire finish, dwr finish, , , , shell a - color 2. (used on shell b side for pocketing).",1
419,", , fabric, 75% polyester, 25% spandex, knit, one side brush, 225g/m2, , , , shell c - cuff, sweep, and shell b cf waist panel",1
420,", , fabric, interfacing, 100% polyester, non- woven, fusible, , , , collar, plackets, kissing welt, shell a interior pocket facing, and shell b cf lyrcra waist panel",1
421,", , trims, #5 coil zipper, separating, du slider, right insert (left slider), water-r finish, metal pinbox, pin, , , , cf zipper. (shell b is the primary side of the garment.)",1
422,", , trims, #3 conceal zipper, closed end, dadr2a slider, , , , chest pocket - shell a side only",1
423,", , trims, #3 reverse coil zipper, closed end, dablh slider, , , , hand pockets - shell a side only",1
424,", , trims, suede logo zipper pull, 9mmx72mm, , , , center front zipper",1
425,", , trims, 3.5mm, 2-color, cording; with metal cord ends, , , , hood adjustment",1
426,", , trims, 1mm thick hypalon, 2-hole cord adjuster, 3mm hole size, , , , hood adjustment - shell b side only.",1
427,", , trims, thread, , , , shell a",1
428,", , trims, thread, , , , shell b",1
429,", , trims, embroidered logo, , , , shell a - wearer's left wrist",1
430,", , trims, small logo patch - woven background, woven logo, , , , wearer's left wrist - both sides of garment",1
431,", , trims, thread, , , , shell b - bartacks",1
432,", , trims, main, woven label, large, , , , interior hand pocket. wearer's right on shell b.",1
433,", , trims, satin care/content label: all information must be translated into english, french, and spanish. must include international care symbols., , , , below main label. interior hand pocket. wearer's right on shell b.",1
434,", , trims, drawcord warning label., , , , behind care/content label. sizes xs and s only.",1
435,", , packaging, label/hangtag -- contains coo and size., , , , interior center back neck (shell a)
- english faces outward.",1
436,", , packaging, main hangtag, , , , shell b side- cf zipper pull",1
437,", , packaging, callout hangtag, , , , shell b- tbd",1
438,", , packaging, polybag, , , , packaging",1
439,", , packaging, upc sticker w/gcc info & msrp information, , , , back of hang tag, polybag",1
440,", , body fabric, using sotl072-r01 main fabric, , , , body",1
441,", , binding , as per mens puffer vest sample, , , , cuff, hem",1
442,", , thread, as per mens puffer vest sample, , , , all over",1
443,", , centre front zip , as per mens puffer vest sample, , , , centre front",1
444,", , print 1, silver reflective print - as per artsheet, , , , right side panel above hem & cb collar",1
445,", , print 2, thin plastisol ink- as per art sheet, , , , front left chest as per art sheet",1
446,", , print 3, thin plastisol ink- as per art sheet, , , , left arm above cuff as per art sheet",1
447,", , front pocket bag lining, self fabric, , , , front pockets as per sample",1
448,", , zip on pockets, as per mens puffer vest sample- invisible zips , , , , ",1
449,", , body fabric, 100% polyester, , , , body",1
450,", , panel detail, 100% polyester, , , , cuff, hem, back side panels",1
451,", , thread, 100% cotton, , , , all over",1
452,", , centre front zip , quality as per womens spray jacket reference sample centre front zip, , , , centre front",1
453,", , front pocket zips, quality as per womens spray jacket reference sample centre front zip, , , , as per sketch/spec",1
454,", , drawcord , quality as per womens reference sample, , , , at waistband",1
455,", , print 1, silver reflective print - as per artsheet, , , , right arm above cuff as per art sheet & cb hem as per art sheet",1
456,", , print 2, thin plastisol ink- as per art sheet, , , , front left chest as per art sheet",1
457,", , print 3, thin plastisol ink- as per art sheet, , , , left arm above cuff as per art sheet",1
458,", , print 4, thin plastisol ink- as per art sheet, , , , centre back",1
459,", , front pocket bag, 100% polyester body fabric, , , , front pockets as per design sketch ",1
460,", , front hood binding, 100% polyester body fabric, , , , 1.5cm binding around hood edge",1
461,", , body fabric, 80% cotton 20% polyester fleece 280gms brushed, , , , body",1
462,", , rib detail, as per sample, , , , hem and waist",1
463,", , thread, 100% cotton, , , , all over",1
464,", , front pocket edge print, thin plastisol ink , , , , as per art sheet",1
465,", , back pocket edge print, thin plastisol ink , , , , as per art sheet",1
466,", , drawcord , as per sample, , , , at waistband",1
467,", , print 1, silver reflective print - as per artsheet, , , , front top right as per at sheet",1
468,", , print 2, as per art sheet, , , , front left led as per artsheet",1
469,", , print 3, silver reflective print , , , , bottom of back right leg as per art sheet",1
470,", , zip, ykk quality , , , , front and back pockets",1
471,", , body fabric, using sotl072-r01 main fabric, , , , body",1
472,", , binding , as per mens puffer vest sample, , , , cuff, hem",1
473,", , thread, as per mens puffer vest sample, , , , all over",1
474,", , centre front zip , as per mens puffer vest sample, , , , centre front",1
475,", , print 1, silver reflective print - as per artsheet, , , , right side panel above hem & cb collar",1
476,", , print 2, thin plastisol ink- as per art sheet, , , , front left chest as per art sheet",1
477,", , print 3, thin plastisol ink- as per art sheet, , , , left arm above cuff as per art sheet",1
478,", , front pocket bag lining, self fabric, , , , front pockets as per sample",1
479,", , zip on pockets, as per mens puffer vest sample- invisible zips , , , , front pockets",1
480,", , body fabric, 100% polyester, , , , body",1
481,", , panel detail, 100% polyester, , , , cuff, hem, side panels",1
482,", , thread, 100% cotton, , , , all over",1
483,", , centre front zip , quality as per reference sample, , , , centre front",1
484,", , front pocket zips, quality as per reference sample, , , , as per sketch/spec",1
485,", , drawcord , quality as per reference sample, , , , at waistband",1
486,", , print 1, silver reflective print - as per artsheet, , , , right arm above cuff as per art sheet & cb hem as per art sheet",1
487,", , print 2, thin plastisol ink- as per art sheet, , , , front left chest as per art sheet",1
488,", , print 3, thin plastisol ink- as per art sheet, , , , left arm above cuff as per art sheet",1
489,", , print 4, thin plastisol ink- as per art sheet, , , , centre back",1
490,", , front pocket bag, body fabric, , , , front pockets as per design sketch ",1
491,", , body fabric, 80% cotton 20% polyester fleece 280gms , , , , body",1
492,", , rib detail, as per sample, , , , hem and waist",1
493,", , thread, 100% cotton, , , , all over",1
494,", , front pocket edge print, thin plastisol ink , , , , as per art sheet",1
495,", , back pocket edge print, thin plastisol ink , , , , as per art sheet",1
496,", , drawcord , as per sample, , , , at waistband",1
497,", , print 1, silver reflective print - as per artsheet, , , , front top right as per at sheet",1
498,", , print 2, as per art sheet, , , , front left led as per artsheet",1
499,", , print 3, silver reflective print , , , , bottom of back right leg as per art sheet",1
500,", , zip, ykk quality , , , , front and back pockets",1
501,", , fabric/ lining, 3 layer main material, , , , all parts except back middle part and hood middle piece, inner storm flap at center front, bonded, sleeve adjustment bonded (a)",1
502,", , fabric/ lining, 3 layer main material , , , , middle insert on back part body and hood (b)",1
503,", , 3 layer backing, brushed lining, , , , inside collar, inner storm-flap top part, inside chest pocket, side pocket bags",1
504,", , 3 layer backing, lining for sleeve pocket, , , , sleeve (ski pass)pocket bag",1
505,", , 3 layer backing, lycra material, , , , tiecord tunnel at hood",1
506,", , velcro, loops, , , , velcro cuff adjustment on sleeve, exact shape see detail sketch",1
507,", , velcro, hooks, , , , velcro cuff adjustment on sleeve, exact shape see detail sketch",1
508,", , tapes, seam tape , , , , all seams",1
509,", , tapes, hotmelt/welding film, , , , cuff flap, wind flap, hem, hood front, front collar facing, earphone loop patch, inner pkt, side pkt, sleeve pkt",1
510,", , logo/ branded trims, tab logo, version up to sit on top of the seam, , , , on right shoulder at back part, on left sleeve on front part above elbow",1
511,", , logo/ branded trims, rivet, , , , front right side 2,5cm to side seam and 2,5cm from bottom hem",1
512,", , label, care and content label, , , , left side seam",1
513,", , label, compact ht  wh/or, , , , inside jacket ",1
514,", , zipper, #5 ykk coil reversed t8 shiny, , , , center front zipper",1
515,", , zipper, slider open right side, , , , front zipper",1
516,", , zipper, #3 ykk coil reversed , , , , 2x lower front pockets, 2 ventilation zips, 1 sleeve ski pass pocket",1
517,", , zipper, slider, , , , 2x lower front pockets, 2 ventilation zips, 1 sleeve ski pass pocket",1
518,", , zipper, #3 ykk coil reversed , , , , 1x inner pocket",1
519,", , zipper, slider, , , , 1x inner pocket",1
520,", , zip puller, head zipper puller with loop, , , , 1x center front zip, 2x hand pocket zips",1
521,", , zip puller, head zipper puller with  rope , , , , 2xventilation zips, 1x ski pass pocket",1
522,", , trims, draw cord 2,5mm, , , , hood at back side",1
523,", , trims, grosgrain tape, , , , to attach stopper at lower and upper end",1
524,", , trims, cord stopper a, , , , hood back side",1
525,", , trims, cord end very tiny drop shape, , , , hood back side",1
526,", , trims, eyelet 8mm, , , , hood back side",1
527,", , trims, draw cord 2,5mm, , , , hood front side ",1
528,", , trims, cord stopper a flat version , , , , hood front part left and right",1
529,", , trims, cord end ball, , , , hood front part left and right",1
