brand,style,description,position,spec,fabric,trims,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5
ride,18m20-08 beacon jacket,"#zm057
cordura grip tab",back hood adjustment,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,"#0350034
rubberized bead cord stopper",waist drawcord adjustment,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,"1/4""  herringbone webbing",back hood- leash for cordlock,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,3mm elastic bungee cord ,hood,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,"#1414
14mm plastic stock snap (set)",powder skirt,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,"#1414
14mm plastic stock snap (male part)",powder skirt 2nd row for adjustment ,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,"#0509
ykk metal snap (s-spring)","storm flap(2 full set), hand pocket flap(2 cap only)",none,0,1,x6 black oxides ,i antique brass ,i antique brass ,none ,none 
ride,18m20-08 beacon jacket,stock gripper,powder skirt,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,12mm non-logo grommet,back hood drawcord exit ,none,0,1,black oxides ,i antique brass ,i antique brass ,none ,none 
ride,18m20-08 beacon jacket,10mm non-logo grommet,"front hood drawcord exit(2), waist drawcord exit(2), bottom hem drawcord exit(2)",none,0,1,black oxides ,i antique brass ,i antique brass ,none ,none 
ride,18m20-08 beacon jacket,20mm elastine binding,"media pocket cord outlet, inner mesh pocket",none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,10mm tape,zip to pant zipper tape back side clean finish binding,none,0,1,black ,black ,black ,none ,none 
ride,18m20-08 beacon jacket,"#cap-31
faux leather cordlock","front hood(2), hem(2)",none,0,1,black ,brown ,brown ,none ,none 
ride,18m20-08 beacon jacket,"#rt-dc-slub
circle drawcords ","hood, hem, waist",none,0,1,black/brown ,black/brown ,black/brown ,none ,none 
ride,18m20-08 beacon jacket,drawcord end tips,drawcord tips,none,0,1,antique brass ,antique brass ,antique brass ,none ,none 
ride,18m20-08 beacon jacket,clear tpu,media pocket,none,0,1,clear ,clear ,clear ,none ,none 
ride,18m20-08 beacon jacket,"velcro 2"" l x 1/2"" w hook & loop","storm flap(4), hand pocket(2)",none,0,1,ykk black #580 ,ykk olive #566 ,ykk khaki #tb170 ,none ,none 
ride,18m20-08 beacon jacket,velcro 4 l x 1 w loop,cuff adjustment,none,0,1,ykk black #580 ,ykk olive #566 ,ykk khaki #tb170 ,none ,none 
ride,18m20-08 beacon jacket,"velcro 2"" l x 1"" w hook",cuff adjustment,none,0,1,ykk black #580 ,ykk olive #566 ,ykk khaki #tb170 ,none ,none 
