,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,supplier,ref,qty,price/unit,unit,fabric,trims,outer,inner
2886,front pocket bag lining,self fabric,,,,front pockets as per sample,pantone 5535c,pantone 2767c,,,,,,,#776,ra mens puffer vest spec copy,,,x2,,,1,0,1,0
2887,zip on pockets,as per mens puffer vest sample- invisible zips ,,,,,d.t.m pantone 5535c,pantone 2767c,,,,,,,#776,ra mens puffer vest spec copy,,,x2,,,0,1,1,0
2888,body fabric,100% polyester,,,,body,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens sprayjacket design detail,,,,,,1,0,1,0
2889,panel detail,100% polyester,,,,"cuff, hem, back side panels",pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens sprayjacket design detail,,,,,,1,0,1,0
2890,thread,100% cotton,,,,all over,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 109c,,,,,,#776,womens sprayjacket design detail,,,,,,0,1,1,0
2891,centre front zip ,quality as per womens spray jacket reference sample centre front zip,,,,centre front,pantone 540c,pantone 540c,pantone 109c,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2892,front pocket zips,quality as per womens spray jacket reference sample centre front zip,,,,as per sketch/spec,pantone 540c,pantone 540c,pantone 109c,,,,,,#776,womens sprayjacket design detail,,,x2,,,0,1,1,0
2893,drawcord ,quality as per womens reference sample,,,,at waistband,solid black,solid black,solid black,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2894,print 1,silver reflective print - as per artsheet,,,,right arm above cuff as per art sheet & cb hem as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x2,,,0,1,1,0
2895,print 2,thin plastisol ink- as per art sheet,,,,front left chest as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2896,print 3,thin plastisol ink- as per art sheet,,,,left arm above cuff as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2897,print 4,thin plastisol ink- as per art sheet,,,,centre back,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x3,,,0,1,1,0
2898,front pocket bag,100% polyester body fabric,,,,front pockets as per design sketch ,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens sprayjacket design detail,,,x2,,,1,0,1,0
2899,front hood binding,100% polyester body fabric,,,,1.5cm binding around hood edge,pantone 5535c,pantone 540c,plastisol printed pantone 109c,,,,,,#776,womens sprayjacket design detail,,,x1 piece,,,1,0,1,0
2900,body fabric,80% cotton 20% polyester fleece 280gms brushed,,,,body,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,mens trackpant design detail,,,,,,1,0,1,0
2901,rib detail,as per sample,,,,hem and waist,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,mens trackpant design detail,,,,,,0,1,1,0
2902,thread,100% cotton,,,,all over,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,,,#776,mens trackpant design detail,,,,,,1,0,1,0
2903,front pocket edge print,thin plastisol ink ,,,,as per art sheet,pantone 540c,pantone 540c,pantone 109c,,,,,,#776,mens trackpant design detail,,,,,,0,1,1,0
2904,back pocket edge print,thin plastisol ink ,,,,as per art sheet,pantone 5535c,pantone 540c,pantone 109c,,,,,,#776,mens trackpant design detail,,,,,,0,1,1,0
2905,drawcord ,as per sample,,,,at waistband,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,,,#776,mens trackpant design detail,,,x1,,,0,1,1,0
2906,print 1,silver reflective print - as per artsheet,,,,front top right as per at sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,mens trackpant design detail,,,,,,0,1,1,0
2907,print 2,as per art sheet,,,,front left led as per artsheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,mens trackpant design detail,,,,,,0,1,1,0
2908,print 3,silver reflective print ,,,,bottom of back right leg as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,mens trackpant design detail,,,,,,0,1,1,0
2909,zip,ykk quality ,,,,front and back pockets,d.tm body,,d.t.m pantone 109c,,,,,,#776,mens trackpant design detail,,,x3,,,0,1,1,0
2910,body fabric,using sotl072-r01 main fabric,,,,body,pantone 5535c,pantone 2767c,,,,,,,#776,womens puffer vest design detail,,,na,,,1,0,1,0
2911,binding ,as per mens puffer vest sample,,,,"cuff, hem",pantone 5535c,pantone 2767c,,,,,,,#776,womens puffer vest design detail,,,na,,,0,1,1,0
2912,thread,as per mens puffer vest sample,,,,all over,d.t.m pantone 5535c,d.t.m pantone 2767c,,,,,,,#776,womens puffer vest design detail,,,na,,,0,1,1,0
2913,centre front zip ,as per mens puffer vest sample,,,,centre front,d.t.m pantone 5535c,pantone 2767c,,,,,,,#776,womens puffer vest design detail,,,x1,,,0,1,1,0
2914,print 1,silver reflective print - as per artsheet,,,,right side panel above hem & cb collar,as per art sheet,as per art sheet,,,,,,,#776,womens puffer vest design detail,,,x2,,,0,1,1,0
2915,print 2,thin plastisol ink- as per art sheet,,,,front left chest as per art sheet,as per art sheet,as per art sheet,,,,,,,#776,womens puffer vest design detail,,,x1,,,0,1,1,0
2916,print 3,thin plastisol ink- as per art sheet,,,,left arm above cuff as per art sheet,as per art sheet,as per art sheet,,,,,,,#776,womens puffer vest design detail,,,x1,,,0,1,1,0
2917,front pocket bag lining,self fabric,,,,front pockets as per sample,pantone 5535c,pantone 2767c,,,,,,,#776,womens puffer vest design detail,,,x2,,,1,0,1,0
2918,zip on pockets,as per mens puffer vest sample- invisible zips ,,,,front pockets,d.t.m pantone 5535c,pantone 2767c,,,,,,,#776,womens puffer vest design detail,,,x2,,,0,1,1,0
2919,body fabric,100% polyester,,,,body,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens sprayjacket design detail,,,,,,1,0,1,0
2920,panel detail,100% polyester,,,,"cuff, hem, side panels",pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens sprayjacket design detail,,,,,,1,0,1,0
2921,thread,100% cotton,,,,all over,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 109c,,,,,,#776,womens sprayjacket design detail,,,,,,1,0,1,0
2922,centre front zip ,quality as per reference sample,,,,centre front,pantone 540c,pantone 540c,pantone 109c,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2923,front pocket zips,quality as per reference sample,,,,as per sketch/spec,hidden ,hidden,hidden,,,,,,#776,womens sprayjacket design detail,,,x2,,,0,1,1,0
2924,drawcord ,quality as per reference sample,,,,at waistband,solid black,solid black,solid black,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2925,print 1,silver reflective print - as per artsheet,,,,right arm above cuff as per art sheet & cb hem as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x2,,,0,1,1,0
2926,print 2,thin plastisol ink- as per art sheet,,,,front left chest as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2927,print 3,thin plastisol ink- as per art sheet,,,,left arm above cuff as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x1,,,0,1,1,0
2928,print 4,thin plastisol ink- as per art sheet,,,,centre back,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens sprayjacket design detail,,,x3,,,0,1,1,0
2929,front pocket bag,body fabric,,,,front pockets as per design sketch ,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens sprayjacket design detail,,,x2,,,0,1,1,0
2930,body fabric,80% cotton 20% polyester fleece 280gms ,,,,body,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens trackpant design detail,,,,,,1,0,1,0
2931,rib detail,as per sample,,,,hem and waist,pantone 5535c,pantone 540c,pantone 5535c,,,,,,#776,womens trackpant design detail,,,,,,0,1,1,0
2932,thread,100% cotton,,,,all over,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,,,#776,womens trackpant design detail,,,,,,1,0,1,0
2933,front pocket edge print,thin plastisol ink ,,,,as per art sheet,pantone 540c,pantone 540c,pantone 109c,,,,,,#776,womens trackpant design detail,,,,,,0,1,1,0
2934,back pocket edge print,thin plastisol ink ,,,,as per art sheet,pantone 5535c,pantone 540c,pantone 109c,,,,,,#776,womens trackpant design detail,,,,,,0,1,1,0
2935,drawcord ,as per sample,,,,at waistband,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,,,#776,womens trackpant design detail,,,x1,,,0,1,1,0
2936,print 1,silver reflective print - as per artsheet,,,,front top right as per at sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens trackpant design detail,,,,,,0,1,1,0
2937,print 2,as per art sheet,,,,front left led as per artsheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens trackpant design detail,,,,,,0,1,1,0
2938,print 3,silver reflective print ,,,,bottom of back right leg as per art sheet,as per art sheet,as per art sheet,as per art sheet,,,,,,#776,womens trackpant design detail,,,,,,0,1,1,0
2939,zip,ykk quality ,,,,front and back pockets,d.tm body,,d.t.m pantone 109c,,,,,,#776,womens trackpant design detail,,,x3,,,0,1,1,0
2940,fabric/ lining,3 layer main material,,,,"all parts except back middle part and hood middle piece, inner storm flap at center front, bonded, sleeve adjustment bonded (a)",scarlet red 19-1760 tcx,black,,,,,,,head,821126 _sestriere mens jacket,solis,sone 108-3l04-d,,,,1,0,1,0
2941,fabric/ lining,3 layer main material ,,,,middle insert on back part body and hood (b),dress blue 19-4024 tcx,aurora 12-0642 tcx,,,,,,,head,821126 _sestriere mens jacket,solis,,,,,1,0,1,0
2942,3 layer backing,brushed lining,,,,"inside collar, inner storm-flap top part, inside chest pocket, side pocket bags",iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,,,head,821126 _sestriere mens jacket,wooju textile,benbug 175g,,,,1,0,1,0
2943,3 layer backing,lining for sleeve pocket,,,,sleeve (ski pass)pocket bag,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,,,head,821126 _sestriere mens jacket,"g&h international co.,ltd",n/t210t no coating p/d cire,,,,1,0,1,0
2944,3 layer backing,lycra material,,,,tiecord tunnel at hood,black,black,,,,,,,head,821126 _sestriere mens jacket,dong hwa ind co.ltd,spandex fulldull twoway (280g),,,,1,0,1,0
2945,velcro,loops,,,,"velcro cuff adjustment on sleeve, exact shape see detail sketch",black,black,,,,,,,head,821126 _sestriere mens jacket,dg dong dae,25m/m,2,,,0,1,1,0
2946,velcro,hooks,,,,"velcro cuff adjustment on sleeve, exact shape see detail sketch",black,black,,,,,,,head,821126 _sestriere mens jacket,dg dong dae,25m/m,2,,,0,1,1,0
2947,tapes,seam tape ,,,,all seams,match to solis fabric backing,match to solis fabric backing,,,,,,,head,821126 _sestriere mens jacket,solis,s30908-blk921f131,,,,0,1,1,0
2948,tapes,hotmelt/welding film,,,,"cuff flap, wind flap, hem, hood front, front collar facing, earphone loop patch, inner pkt, side pkt, sleeve pkt",,,,,,,,,head,821126 _sestriere mens jacket,himel - kido,hot melt film (am-120s),,,,0,1,1,0
2949,logo/ branded trims,"tab logo, version up to sit on top of the seam",,,,"on right shoulder at back part, on left sleeve on front part above elbow","version b :                  
silver c-407 - print black","version b :                  
silver c-407 - print black",,,,,,,head,821126 _sestriere mens jacket,clotex,"h la 013, head logo lasercut hipster tape",2,,,0,1,1,0
2950,logo/ branded trims,rivet,,,,"front right side 2,5cm to side seam and 2,5cm from bottom hem",gloss silver db 0692-0,gloss silver db 0692-0,,,,,,,head,821126 _sestriere mens jacket,dragon times,h-mp 011 db 0692-0,1,,,0,1,1,0
2951,label,care and content label,,,,left side seam,white,white,,,,,,,head,821126 _sestriere mens jacket,clotex,h- aw 131,1,,,0,1,1,0
2952,label,compact ht  wh/or,,,,inside jacket ,anthrazite,anthrazite,,,,,,,head,821126 _sestriere mens jacket,avery dennison,h-aw 123,1,,,0,1,1,0
2953,zipper,#5 ykk coil reversed t8 shiny,,,,center front zipper,"scarlet red 19-1760 tcx 
ykk 519","black 
ykk 580",,,,,,,head,821126 _sestriere mens jacket,ykk,t8 shiny,1,,,0,1,1,0
2954,zipper,slider open right side,,,,front zipper,"scarlet red 19-1760 tcx 
ykk 519","black 
ykk 580",,,,,,,head,821126 _sestriere mens jacket,ykk,da8blh,1,,,0,1,1,0
2955,zipper,#3 ykk coil reversed ,,,,"2x lower front pockets, 2 ventilation zips, 1 sleeve ski pass pocket","scarlet red 19-1760 tcx 
ykk 519","black 
ykk 580",,,,,,,head,821126 _sestriere mens jacket,ykk,#3 ,5,,,0,1,1,0
2956,zipper,slider,,,,"2x lower front pockets, 2 ventilation zips, 1 sleeve ski pass pocket",c5 silver,c5 silver,,,,,,,head,821126 _sestriere mens jacket,ykk,dav3lh,5,,,0,1,1,0
2957,zipper,#3 ykk coil reversed ,,,,1x inner pocket,"iron gate 19-3910 tcx 
ykk 182","iron gate 19-3910 tcx 
ykk 182",,,,,,,head,821126 _sestriere mens jacket,ykk,#3 cc,1,,,0,1,1,0
2958,zipper,slider,,,,1x inner pocket,"iron gate 19-3910 tcx 
ykk 182","iron gate 19-3910 tcx 
ykk 182",,,,,,,head,821126 _sestriere mens jacket,ykk,dav3lh,1,,,0,1,1,0
2959,zip puller,head zipper puller with loop,,,,"1x center front zip, 2x hand pocket zips",gloss silver db 0752-0,gloss silver db 0752-0,,,,,,,head,821126 _sestriere mens jacket,dragon times,h-zp007 db 0752-0,3,,,0,1,1,0
2960,zip puller,head zipper puller with  rope ,,,,"2xventilation zips, 1x ski pass pocket",black,black,,,,,,,head,821126 _sestriere mens jacket,dragon times,h-el 025,3,,,0,1,1,0
2961,trims,"draw cord 2,5mm",,,,hood at back side,black,black,,,,,,,head,821126 _sestriere mens jacket,dg.in dal,elastic nylon string,,,,0,1,1,0
2962,trims,grosgrain tape,,,,to attach stopper at lower and upper end,black,black,,,,,,,head,821126 _sestriere mens jacket,dg.in dal,gol tape 10m/m,,,,0,1,1,0
2963,trims,cord stopper a,,,,hood back side,black,black,,,,,,,head,821126 _sestriere mens jacket,dong gwang sa industry,pl stopper dghs-324,1,,,0,1,1,0
2964,trims,cord end very tiny drop shape,,,,hood back side,black,black,,,,,,,head,821126 _sestriere mens jacket,dong gwang sa industry,pl end stopper dgst-beh080,1,,,0,1,1,0
2965,trims,eyelet 8mm,,,,hood back side,"gloss silver
db-0691-0","gloss silver
db-0691-0",,,,,,,head,821126 _sestriere mens jacket,dragon times,h mp 012 db 0691-0,2,,,0,1,1,0
2966,trims,"draw cord 2,5mm",,,,hood front side ,black,black,,,,,,,head,821126 _sestriere mens jacket,dg.in dal,elastic nylon string,,,,0,1,1,0
2967,trims,cord stopper a flat version ,,,,hood front part left and right,black,black,,,,,,,head,821126 _sestriere mens jacket,dong gwang sa industry,dg-hs-125,2,,,0,1,1,0
2968,trims,cord end ball,,,,hood front part left and right,black,black,,,,,,,head,821126 _sestriere mens jacket,dong gwang sa industry,string bell stopper 3mm/dghs-323,2,,,0,1,1,0
2969,trims,eyelet 8mm,,,,"hood front part left and right side, collar inside and outside",gloss silver db 0691-0,gloss silver db 0691-0,,,,,,,head,821126 _sestriere mens jacket,dragon times,hmp 012 db 0691-0,8,,,0,1,1,0
2970,trims,grosgrain tape,,,,left and right side seams,black,black,,,,,,,head,821126 _sestriere mens jacket,dg.in dal,gol tape 10m/m,,,,0,1,1,0
2971,trims,cord stopper a,,,,left and right side seams,black,black,,,,,,,head,821126 _sestriere mens jacket,dong gwang sa industry,pl stopper dghs-324,2,,,0,1,1,0
2972,trims,cord end very tiny drop shape,,,,left and right side seams,black,black,,,,,,,head,821126 _sestriere mens jacket,dong gwang sa industry,pl end stopper dgst-beh080,2,,,0,1,1,0
2973,trims,eyelet 8mm,,,,left and right side seams,"gloss silver
local color","gloss silver
local color",,,,,,,head,821126 _sestriere mens jacket,dong gwang sa industry,eyelet 8mm,4,,,0,1,1,0
2974,trims,"draw cord 2,5mm",,,,bottom hem adjustment,black,black,,,,,,,head,821126 _sestriere mens jacket,dg.in dal,elastic nylon string,,,,0,1,1,0
2975,trims,ribs tape for  phone card holder,,,,inside  on neck position ,black,black,,,,,,,head,821126 _sestriere mens jacket,dg.in dal,gol tape 10m/m,,,,0,1,1,0
2976,stitching,bartacks,,,,all all zipper starting and ending points ,silver 14-5002 tcx,silver 14-5002 tcx,,,,,,,head,821126 _sestriere mens jacket,kido,vertical bartacks,,,,0,1,1,0
2977,packaging,polybag with head print,,,,size matching garment - follow packing instruction, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,vietnam.nhat loi,,1,,,0,1,1,0
2978,packaging,barcode sticker,,,,attach on polybag - follow packing instruction, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,vn.cosmo,,1,,,0,1,1,0
2979,packaging,barcode sticker,,,,attach on carton- follow packing instruction, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,vn.cosmo,,1,,,0,1,1,0
2980,packaging,"plastic hanger "" head""",,,,,semi clear,semi clear,,,,,,,head,821126 _sestriere mens jacket,mainetti hk,"h-pa 005 
(ell45cs with bar )",1,,,0,1,1,0
2981,hang tags,main hang-tag head 360,,,,attach hang-tag on left front pocket, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,avery dennsion,h-pa 008,1,,,0,1,1,0
2982,hang tags,head  360  tag inlay ,,,,inlay inside main hang-tag, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,avery dennsion,h-pa 009,1,,,0,1,1,0
2983,hang tags,cord for hang tag,,,,to attach hang-tag, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,dg.me qi,he htco-001,1,,,0,1,1,0
2984,hang tags,barcode sticker,,,,attach on hang-tag - follow packing instruction, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,vn.cosmo,,1,,,0,1,1,0
2985,hang tags,ykk general hang-tag,,,,behind generel hang-tag, -- , -- ,,,,,,,head,821126 _sestriere mens jacket,ykk,,1,,,0,1,1,0
2986,fabric/ lining,3 layer main material stretch,,,,"front part at thigh of pant going over to back part, waistband , beltloops, flaps for waistband adjustment, beltloop in cb is with hightlight tape, pocket bags(a)",scarlet red 19-1760,aurora  12-0642 tcx,dress blue 19-4024 tcx,black,,,,,head,821156 stelvio pants men,solis,sone 108-3l04-d,,,,1,0,1,0
2987,fabric/ lining,3 layer main material stretch,,,,"lower front part , back part (b)",dress blue 19-4024 tcx,aurora 12-0642 tcx,dress blue 19-4024 tcx,aurora 12-0642 tcx,,,,,head,821156 stelvio pants men,solis,sone 108-3l04-d,,,,1,0,1,0
2988,fabric/ lining,leg protection ,,,,"inside legs, for shape keep to design sketch",black,black,black,black,,,,,head,821156 stelvio pants men,"texland&nexko co., ltd.",tex#1651 ,,,,1,0,1,0
2989,fabric/ lining,lycra material,,,,little insert on top end of powder skirt,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,head,821156 stelvio pants men,dong hwa ind co.ltd,spandex fulldull twoway (280g),,,,1,0,1,0
2990,fabric/ lining,brushed lining,,,,inside waistband on back part only,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,head,821156 stelvio pants men,woojutextile,"benbug 175g (75 bonberg, 175g brushed) ",,,,1,0,1,0
2991,fabric/ lining,coated taffetta,,,,lower powder skirt ,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,head,821156 stelvio pants men,g&h international co. ltd,n/t 210 pu co,,,,1,0,1,0
2992,seam tape,seam tape for 3 layer,,,,all seams,light grey,light grey,light grey,light grey,,,,,head,821156 stelvio pants men,solis,s30908-blk921f131,,,,0,1,1,0
2993,velcro,loops,,,,"waistband adjustment, shape see design sketch",black,black,black,black,,,,,head,821156 stelvio pants men,dg dong dae - kido,20m/m,2,,,0,1,1,0
2994,velcro,hooks,,,,"waistband adjustment, shape see design sketch",black,black,black,black,,,,,head,821156 stelvio pants men,dg dong dae - kido,20m/m,2,,,0,1,1,0
2995,logo,tab logo,,,,front part at left thigh along powerseam,version b: hipster c-407                      silver- print black,version b: hipster c-407                      silver- print black,version b: hipster c-407                      silver- print black,version b: hipster c-407                       silver- print black,,,,,head,821156 stelvio pants men,clotex,"h-la 013 version up, head logo lasercut",1,,,0,1,1,0
