,brand,style,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,spec,item,position,ref,fabric,trims,outer,inner
142,L1,L1-202-17_OVERALL_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,seam tape,supplier/ ref number,1,0,1,0
143,L1,L1-202-17_OVERALL_SHELL,,,fully,none,none,none,none,none,none,width...seam tape,fully taped,sealon,1,0,1,0
144,L1,L1-202-17_OVERALL_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,lining,supplier/ ref number,1,0,1,0
145,L1,L1-202-17_OVERALL_SHELL,,,black,none,none,none,none,none,100% nylon,solid 210t,body,please sorce,1,0,1,0
146,L1,L1-202-17_OVERALL_SHELL,,,black,none,none,none,none,none,100% nylon,coated 210t,lower leg & gaiter,please sorce,1,0,1,0
147,L1,L1-202-17_OVERALL_SHELL,,,black,none,none,none,none,none,100% poly,120g brushed tricot,waistband & fly,please sorce,1,0,1,0
148,L1,L1-202-17_OVERALL_SHELL,,,black,none,none,none,none,none,100% poly,120g brushed tricot,hand pocket lining,please sorce,1,0,1,0
149,L1,L1-202-17_OVERALL_SHELL,,,black,none,none,none,none,none,100% poly,mesh,"""balls out"" venting",please sorce,1,0,1,0
150,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,,#5 vislon,center front,ykk za snap on // 1-way seperating auto lock ,0,1,1,0
151,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,pseudo anti silver slider and teeth / dtm tape,none,none,,,,,#5 metal,chest pocket,dadhr diecast wire (non ykk) auto lock ,0,1,1,0
152,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 per side = 2,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,,#5 coil,underarms,dadhr diecast wire (non ykk) auto lock (zip up to close) ,0,1,1,0
153,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,pseudo anti silver slider  and dtm teeth / black tape,none,none,,,,,#5 coil,inside pocket,dadhr diecast wire (non ykk) auto lock ,0,1,1,0
154,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,zipper pulls,supplier/ ref number,0,1,1,0
155,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,pseudo anti silver ,none,none,,,,,l1 snap on metal zipper pull,center front,luks / l1-2016-trim-009 ,0,1,1,0
156,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 per side = 2,,shell fabric matching,none,none,,,,, self fabric pull,underarms,factory made // 11nt-045 ,0,1,1,0
157,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,shell fabric matching,none,none,,,,, self fabric pull,inside pocket,factory made // 11nt-045 ,0,1,1,0
158,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,l1 branded trims,supplier/ ref number,0,1,1,0
159,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,dtm,none,none,,,,,l1 small embroidery,front left sleeve,soluna / l1-2016-026,0,1,1,0
160,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,dtm,none,none,,,,,l1 large embroidery,back right ,soluna / l1-2016-027,0,1,1,0
161,L1,L1-104-17_LEGACY_MARCH17_TRIMS,7,,pseudo anti silver/ brown ,none,none,,,,,l1 snap,"cf, hand and chest pockets",luks / l1-2016-trim-002,0,1,1,0
162,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 per side = 2,,brown,none,none,,,,,rectangle cord lock,hood ,luks / l1-2016-trim-017,0,1,1,0
163,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,snaps,supplier/ ref number,0,1,1,0
164,L1,L1-104-17_LEGACY_MARCH17_TRIMS,"4 male, 2 female",,black,none,none,,,,,14 mm plastic snap,cf powder skirt closure,duraflex / 1414,0,1,1,0
165,L1,L1-104-17_LEGACY_MARCH17_TRIMS,3 sets,,black,none,none,,,,,14 mm plastic snap,pow skirt: jacket to pant connection on powderskirt hem,duraflex / 1414,0,1,1,0
166,L1,L1-104-17_LEGACY_MARCH17_TRIMS,"1 male, 1 female",,black,none,none,,,,,14 mm plastic snap,"""snap away powder skirt"" snap powder skirt to front facing when not in use",duraflex / 1414,0,1,1,0
167,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,cord locks,supplier/ ref number,0,1,1,0
168,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 per side = 2,,matte black,none,none,,,,,cord lock,hem cord locks,knk / sp-177,0,1,1,0
169,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 per side = 2,,matte black,none,none,,,,,cord tip,hem cord tips,knk / cs-074,0,1,1,0
170,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,grommets,supplier/ ref number,0,1,1,0
171,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 per side = 2,,pseudo anti silver ,none,none,,,,,grommet 11.5 mm (large),hood cord exit,please sorce,0,1,1,0
172,L1,L1-104-17_LEGACY_MARCH17_TRIMS,2 per side = 4,,pseudo anti silver ,none,none,,,,,grommet  8mm diameter,hem adjust cord exit,please sorce,0,1,1,0
173,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,shockcord,supplier/ ref number,0,1,1,0
174,L1,L1-104-17_LEGACY_MARCH17_TRIMS,none,,none,none,none,,,,,3mm stretch shockcord,hem,suppler / ref nuber,0,1,1,0
175,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,drawcord,supplier/ ref number,0,1,1,0
176,L1,L1-104-17_LEGACY_MARCH17_TRIMS,none,,dtm,none,none,,,,,10mm flat woven lace,hood,suppler / ref nuber,0,1,1,0
177,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,webbing ,supplier/ ref number,0,1,1,0
178,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,black,none,none,,,,,"1/4"" flat x 1 3/4"" loop",keyclip loop right hand pocket,suppler / ref nuber,0,1,1,0
179,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 per side = 2,,black,none,none,,,,,"1/4"" flat webbing loop",hem cord lock tie down,suppler / ref nuber,0,1,1,0
180,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,black,none,none,,,,,plastic keyclip ,right hand pocket,suppler / ref nuber,0,1,1,0
181,L1,L1-104-17_LEGACY_MARCH17_TRIMS,tab behind each snap = 2,,black,none,none,,,,,"3/4"" x 1"" finished ",jacket to pant connection center back ,suppler / ref nuber,0,1,1,0
182,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,black,none,none,,,,,"3/4"" x 3 1/4"" flat webbing",jacket to pant connection at side tabs,suppler / ref nuber,0,1,1,0
183,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,elastic,supplier/ ref number,0,1,1,0
184,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,stock,none,none,,,,,25mm,powder skirt gripper elastic,suppler / ref nuber,0,1,1,0
185,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,black,none,none,,,,,elastine binding,goggle pocket,suppler / ref nuber,0,1,1,0
186,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,black,none,none,,,,,"1/4"" flat elastic",lining media pocket cable guide,suppler / ref nuber,0,1,1,0
187,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,black,none,none,,,,,"flat elastic tape 3/4"" x 4 1/4""",jacket to pant connection center back tab,suppler / ref nuber,0,1,1,0
188,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,item,velcro,supplier/ ref number,0,1,1,0
189,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 loop tab,,matching,none,none,,,,,2.5cm x 9cm,cuff ,paiho / loop#1057,0,1,1,0
190,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1 hook tab,,matching,none,none,,,,,2.5cm x 6.5cm,cuff tab,paiho / hooketn7,0,1,1,0
191,L1,L1-104-17_LEGACY_MARCH17_TRIMS,4 sets,,matching,none,none,,,,,1.3 cm x 4cm,cf placket,paiho / hooketn7 / loop#1057,0,1,1,0
192,L1,L1-104-17_LEGACY_MARCH17_TRIMS,2 sets per pocket,,matching,none,none,,,,,1.3 cm x 7.5cm,hand pocket flaps,paiho / hooketn7 / loop#1057,0,1,1,0
193,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,spi,thread,ref number,0,1,1,0
194,L1,L1-104-17_LEGACY_MARCH17_TRIMS,none,,matching,none,none,,,,,none,seams,#604,0,1,1,0
195,L1,L1-104-17_LEGACY_MARCH17_TRIMS,none,,matching,none,none,,,,,none,topstitch,#606,0,1,1,0
196,L1,L1-104-17_LEGACY_MARCH17_TRIMS,none,,matching,none,none,,,,,none,bartacks,none,0,1,1,0
197,L1,L1-104-17_LEGACY_MARCH17_TRIMS,none,,matching,none,none,,,,,none,sleeve gaiter cover stitch,none,0,1,1,0
198,L1,L1-104-17_LEGACY_MARCH17_TRIMS,amount,,colorway 1 ,colorway 2,colorway 3,,,,,description,marketing,ref number,0,1,1,0
199,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,l1 hang tag,none,none,,,,,l1 hang tag,left hand pocket zipper head,none,0,1,1,0
200,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,none,none,none,,,,,wp breath / size label / rn ca / made in ___,lining cb facing,none,0,1,1,0
201,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,address label,none,none,,,,,address label,lining left side seam,sew as loop,0,1,1,0
202,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,content label,none,none,,,,,content label,lining left side seam,sew as loop,0,1,1,0
203,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,washing label,none,none,,,,,washing label,lining left side seam,sew as loop,0,1,1,0
204,L1,L1-104-17_LEGACY_MARCH17_TRIMS,1,,clear zip tie,none,none,,,,,clear zip tie,front left belt loop to attach hang tags,supplier // ,0,1,1,0
205,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape/ teeth color: black,silder/pull color: x6 black oxides zipper tape/ teeth color: black,silder/pull color: x6 black oxides zipper tape/ teeth color: black,silder/pull color: x6 black oxides zipper tape/ teeth color: black,,,, #5 reverse coil matte water resistant,center front,ykk / 2-way semi auto locking with 2 l1 custom pulls,0,1,1,0
206,L1,L1-101-18_ALPHA_4-7-17_TRIMS,2,,silder/pull color: x6 black oxides zipper tape color: black,silder/pull color: x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,,,, #5 coil zipper,chest pockets vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
207,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape color: black,silder/pull color: x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,,,, #5 coil zipper,sleeve pocket,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
208,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape color: black,silder/pull color: x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,,,, #5 coil zipper,underarm vents,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
209,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape color: black,silder/pull color: x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,,,, #5 coil zipper,hand pockets vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
210,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape color: black,silder/pull color: x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,,,, #5 coil zipper,lining pocket vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
211,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
212,L1,L1-101-18_ALPHA_4-7-17_TRIMS,top and bottom pull = 2,,x6 black oxides ,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,"l1-2018-trim-017
l1 zipper pull",center front,ykk,0,1,1,0
213,L1,L1-101-18_ALPHA_4-7-17_TRIMS,5,,black faux leather,black faux leather,black faux leather,black faux leather,,,,l1-2018-trim-018 / non branded zipper pull faux leather ,chest pockets (2) hand pockets (2) sleeve pocket (1),please source: same supplier as other faux leather trims,0,1,1,0
214,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,, 11nt-045 / self fabric pull ,under arm vents,factory made,0,1,1,0
215,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,, 11nt-045 / self fabric pull ,lining pocket,factory made,0,1,1,0
216,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,branded trims,location,supplier/ reference number,0,1,1,0
217,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,black/gold,black/gold,black/gold,black/gold,,,,"l1-2018-trim-012
heat transfer label ",front right hem,please source,0,1,1,0
218,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,,,,"l1-2018-trim-014
l1 sleeve injection mold logo.
2mm embossed effect. 2.62 cm x 2.6 cm",front left sleeve hem,soluna,0,1,1,0
219,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,,,,"l1-2018-trim-015
l1 shoulder injection mold logo.
2mm embossed effect. 3.3 cm x 3.3 cm",back right,soluna,0,1,1,0
220,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,trims,location,supplier/ reference number,0,1,1,0
221,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,15mm metal snap,powder skirt - front closure,luk's / 404,0,1,1,0
222,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 male 1 female,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,15mm metal snap,snap away powder skirt - lining facing ,luk's / 404,0,1,1,0
223,L1,L1-101-18_ALPHA_4-7-17_TRIMS,3 sets,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,15mm metal snap,powder skirt - jacket to pant connection,luk's / 404,0,1,1,0
224,L1,L1-101-18_ALPHA_4-7-17_TRIMS,2 per side = 4,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,metal eyelets 8mm,hood cord exit front,luk's / et04,0,1,1,0
225,L1,L1-101-18_ALPHA_4-7-17_TRIMS,2 per side = 4,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,metal eyelets 8mm,hem cord exit,luk's / et04,0,1,1,0
226,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,matte black,,,,cord lock: small cord lock with tie down,front hood adjust,sun sun/ sv160824-2a,0,1,1,0
227,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,matte black,,,,cord lock,hem adjust exposed at lining,sv160819-4a,0,1,1,0
228,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,matte black,,,,bead,hem adjust,sv160725-1a,0,1,1,0
229,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,matte black,,,,shockcord tip,front hood shockcord ends,sunsun/ sv170208-3a,0,1,1,0
230,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,black,black,black,black,,,,keyclip,right hand pocket,as production,0,1,1,0
231,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,notions,location,supplier/ reference number,0,1,1,0
232,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,black,black,black,black,,,,"grosgrain 1/4""",attach front hood cord lock,none,0,1,1,0
233,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,black,black,black,black,,,,"grosgrain 3/8""",attach hem cord lock,none,0,1,1,0
234,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,black,black,black,black,,,,"grosgrain 1/4""",attach keyclip right hand pocket ,none,0,1,1,0
235,L1,L1-101-18_ALPHA_4-7-17_TRIMS,2,,black,black,black,black,,,,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",powder skirt - side tabs jacket to pant connection ,none,0,1,1,0
236,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,match to shell,match to shell,match to shell,match to shell,,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back on tab,none,0,1,1,0
237,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,match to shell,match to shell,match to shell,match to shell,,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back under snap on gripper elastic,none,0,1,1,0
238,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"shell fabric tab 3/4"" x  1"" ",jacket to pant connection at side tabs under snaps,none,0,1,1,0
239,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,black,black,black,black,,,,"elastic 1"" x 4""",powder skirt middle tab - jacket to pant connection ,none,0,1,1,0
240,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,available,available,available,available,,,,elastic ,back of sleeve cuffs,none,0,1,1,0
241,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,black,black,black,black,,,,"elastic 1/4"" ",cable guide,none,0,1,1,0
242,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,black,black,black,black,,,,gripper elastic 25mm non logo,powder skirt hem,mtt0022,0,1,1,0
243,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,black,black,black,black,,,,elastine binding,goggle pocket binding,none,0,1,1,0
244,L1,L1-101-18_ALPHA_4-7-17_TRIMS,2,,black,black,black,black,,,,elastine kissing welts,media pocket cord exits,none,0,1,1,0
245,L1,L1-101-18_ALPHA_4-7-17_TRIMS,2,,"colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ","colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ","colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ","colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ",,,,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,hood & hem,"example: cw15-065
chun wo ho (please source)",0,1,1,0
246,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,black,black,black,,,,bonding film,location,supplier/ reference number,0,1,1,0
247,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,hood brim,none,0,1,1,0
248,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,chin vents,none,0,1,1,0
249,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,chest pocket openings,none,0,1,1,0
250,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,hand pocket flaps,none,0,1,1,0
251,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,cuff tabs,none,0,1,1,0
252,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,sleeve pocket opening,none,0,1,1,0
253,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,velcro,location,supplier/ reference number,0,1,1,0
254,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"1"" x 3 3/4"" velcro with rounded corners",cuff on body,paiho / loop#1057,0,1,1,0
255,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"1"" x 2 1/2"" velcro with rounded corners",cuff on tab,paiho / hooketn7,0,1,1,0
256,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,thread,supplier/ ref number,spi,0,1,1,0
257,L1,L1-101-18_ALPHA_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,seams,Feb-30,10-12 spi,0,1,1,0
258,L1,L1-101-18_ALPHA_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,topstitch,Feb-30,8-10 spi,0,1,1,0
259,L1,L1-101-18_ALPHA_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,bartacks,100/2,none,0,1,1,0
260,L1,L1-101-18_ALPHA_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,sleeve gaiter cover stitch,none,must be stretch thread,0,1,1,0
261,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,labels ,location,supplier/ reference number,0,1,1,0
262,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,20k/20k fully taped,20k/20k fully taped,20k/20k fully taped,none,,,,20k/20k fully taped,center back below neck seam,soluna/ main label,0,1,1,0
263,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,"xs, s, m, l, xl","xs, s, m, l, xl","xs, s, m, l, xl",none,,,,size label (sample size l),center back below main label,soluna/ size label,0,1,1,0
264,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,hang tags,location,supplier/ reference number,0,1,1,0
265,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,mens jacket hang tag,mens jacket hang tag,mens jacket hang tag,none,,,,mens jacket hang tag,left side hand pocket zipper,soluna/ mens jacket hang tag,0,1,1,0
266,L1,L1-101-18_ALPHA_4-7-17_TRIMS,amount,,black,silt,walnut,dusty green,,,,care and content labels,location,supplier/ reference number,0,1,1,0
267,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,address label,address label,address label,none,,,,address label,lining left side seam,factory sourced,0,1,1,0
268,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,content label,content label,content label,none,,,,content label,lining left side seam,factory sourced,0,1,1,0
269,L1,L1-101-18_ALPHA_4-7-17_TRIMS,1,,washing label,washing label,washing label,none,,,,washing label,lining left side seam,factory sourced,0,1,1,0
270,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,fly ,ykk / 1-way semi auto locking dalh,0,1,1,0
271,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #3 coil zipper,leg pocket vertical ,non ykk / 1-way non locking dadr4 l-type drop,0,1,1,0
272,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,hem gusset ,non ykk / 1-way non locking / dadhr diecast wire,0,1,1,0
273,L1,L1-208-18_SKINNY_TWILL_04-04-17_TRIMS,amount,,black,gunmetal,ink,rust,soil,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
